date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:41:59	117454/117454	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:59%20GMT	https://1womenshealth.com/category/emotional/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/category/emotional/index.html	(from https://1womenshealth.com/)
23:41:59	116951/116951	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:59%20GMT	https://1womenshealth.com/category/beauty/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/category/beauty/index.html	(from https://1womenshealth.com/)
23:41:59	118594/118594	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:59%20GMT	https://1womenshealth.com/category/recreation/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/category/recreation/index.html	(from https://1womenshealth.com/)
23:42:01	401408/401408	---M--	200	added ('OK')	image/gif	etag:%2262000-667e380e-e5eb1e1472666b9a;;;%22	https://1womenshealth.com/wp-content/uploads/2024/06/brand-promotion-company-vuga-media-group.gif	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/wp-content/uploads/2024/06/brand-promotion-company-vuga-media-group.gif	(from https://1womenshealth.com/)
23:42:01	128908/128908	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:42:01%20GMT	https://1womenshealth.com/vuga-publishing-a-unique-opportunity-for-authors-to-create-a-marketing-campaign-with-big-discounts/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/vuga-publishing-a-unique-opportunity-for-authors-to-create-a-marketing-campaign-with-big-discounts/index.html	(from https://1womenshealth.com/)
23:42:01	128301/128301	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:42:01%20GMT	https://1womenshealth.com/navigating-the-physical-and-emotional-side-effects-of-breast-cancer-treatment/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/navigating-the-physical-and-emotional-side-effects-of-breast-cancer-treatment/index.html	(from https://1womenshealth.com/)
23:42:01	125869/125869	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:42:01%20GMT	https://1womenshealth.com/how-thyroid-problems-can-affect-your-mood-and-cognitive-function/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/how-thyroid-problems-can-affect-your-mood-and-cognitive-function/index.html	(from https://1womenshealth.com/)
23:42:02	15853/15853	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%223ded-66a310b1-bfbb0dab3459138b;br%22	https://1womenshealth.com/wp-content/plugins/ewww-image-optimizer/includes/lazysizes.min.js?ver=780	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/wp-content/plugins/ewww-image-optimizer/includes/lazysizes.minc38d.js	(from https://1womenshealth.com/)
23:42:03	126262/126262	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:42:03%20GMT	https://1womenshealth.com/unleashing-your-inner-artisan-the-art-of-handmade-bread/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/unleashing-your-inner-artisan-the-art-of-handmade-bread/index.html	(from https://1womenshealth.com/)
23:42:03	126444/126444	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:42:03%20GMT	https://1womenshealth.com/volunteering-for-mental-health-enhancing-emotional-wellbeing-through-service/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/volunteering-for-mental-health-enhancing-emotional-wellbeing-through-service/index.html	(from https://1womenshealth.com/)
23:42:03	127784/127784	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:42:03%20GMT	https://1womenshealth.com/the-economic-burden-of-treating-common-types-of-bone-fractures/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/the-economic-burden-of-treating-common-types-of-bone-fractures/index.html	(from https://1womenshealth.com/)
23:42:03	125769/125769	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:42:03%20GMT	https://1womenshealth.com/building-emotional-resilience-essential-tips-for-women/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/building-emotional-resilience-essential-tips-for-women/index.html	(from https://1womenshealth.com/)
23:42:04	4656/4656	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%221625-667dfb24-c21af22b9f05b069;br%22	https://1womenshealth.com/wp-content/plugins/wp-external-links/public/js/wpel-front.js?ver=6.6.1	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/wp-content/plugins/wp-external-links/public/js/wpel-frontb6a4.js	(from https://1womenshealth.com/)
23:42:06	287166/287166	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22461be-667dd10f-dc643ad9bd2ec8b1;br%22	https://1womenshealth.com/wp-content/plugins/td-composer/legacy/Newsmag/js/tagdiv_theme.min.js?ver=5.4.3	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/wp-content/plugins/td-composer/legacy/Newsmag/js/tagdiv_theme.min00d1.js	(from https://1womenshealth.com/)
23:42:06	127611/127611	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:42:06%20GMT	https://1womenshealth.com/finding-tranquility-step-by-step-meditation-practices-for-beginners/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/finding-tranquility-step-by-step-meditation-practices-for-beginners/index.html	(from https://1womenshealth.com/)
23:42:06	127650/127650	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:42:06%20GMT	https://1womenshealth.com/unveiling-the-secrets-of-dark-academia-skincare-a-guide-to-radiant-intellectual-beauty/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/unveiling-the-secrets-of-dark-academia-skincare-a-guide-to-radiant-intellectual-beauty/index.html	(from https://1womenshealth.com/)
23:42:06	130569/130569	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:42:06%20GMT	https://1womenshealth.com/can-getting-a-covid-vaccine-increase-your-risk-of-miscarriage-heres-what-experts-say/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/can-getting-a-covid-vaccine-increase-your-risk-of-miscarriage-heres-what-experts-say/index.html	(from https://1womenshealth.com/)
23:42:07	2981/2981	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22ba5-65a3acc6-ab5f000fd3867404;br%22	https://1womenshealth.com/wp-includes/js/comment-reply.min.js?ver=6.6.1	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/wp-includes/js/comment-reply.minb6a4.js	(from https://1womenshealth.com/)
23:42:08	128897/128897	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:42:08%20GMT	https://1womenshealth.com/the-role-of-lifestyle-interventions-in-preventing-or-delaying-onset-of-type-2-diabetes/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/the-role-of-lifestyle-interventions-in-preventing-or-delaying-onset-of-type-2-diabetes/index.html	(from https://1womenshealth.com/)
23:42:08	128066/128066	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:42:08%20GMT	https://1womenshealth.com/breast-cancer-treatment-side-effects-you-may-not-know-about/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/breast-cancer-treatment-side-effects-you-may-not-know-about/index.html	(from https://1womenshealth.com/)
23:42:08	126442/126442	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:42:08%20GMT	https://1womenshealth.com/oral-health-and-happiness-understanding-the-connection/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/oral-health-and-happiness-understanding-the-connection/index.html	(from https://1womenshealth.com/)
23:42:08	129027/129027	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:42:08%20GMT	https://1womenshealth.com/the-hidden-danger-of-false-positives-increased-breast-cancer-risk/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/the-hidden-danger-of-false-positives-increased-breast-cancer-risk/index.html	(from https://1womenshealth.com/)
23:42:09	12332/12332	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266a9617e-302c%22	https://1womenshealth.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	(from https://1womenshealth.com/)
23:42:12	127374/127374	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:42:10%20GMT	https://1womenshealth.com/fortifying-your-frame-how-vitamin-d-supplements-can-help-keep-bones-intact/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/fortifying-your-frame-how-vitamin-d-supplements-can-help-keep-bones-intact/index.html	(from https://1womenshealth.com/)
23:42:12	126645/126645	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:42:10%20GMT	https://1womenshealth.com/scrolling-towards-anxiety-the-impact-of-doomscrolling-on-mental-well-being/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/scrolling-towards-anxiety-the-impact-of-doomscrolling-on-mental-well-being/index.html	(from https://1womenshealth.com/)
23:42:12	125374/125374	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:42:10%20GMT	https://1womenshealth.com/recognizing-the-signs-of-seasonal-depression-and-seeking-help/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/recognizing-the-signs-of-seasonal-depression-and-seeking-help/index.html	(from https://1womenshealth.com/)
23:42:12	130502/130502	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:42:10%20GMT	https://1womenshealth.com/vitamin-b-12-status-in-lactating-women-implications-for-breast-milk-quality-and-infant-nutrition/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/vitamin-b-12-status-in-lactating-women-implications-for-breast-milk-quality-and-infant-nutrition/index.html	(from https://1womenshealth.com/)
23:42:14	126776/126776	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:42:12%20GMT	https://1womenshealth.com/crying-makeup-redefining-beauty-standards-and-embracing-authenticity/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/crying-makeup-redefining-beauty-standards-and-embracing-authenticity/index.html	(from https://1womenshealth.com/)
23:42:14	127799/127799	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:42:12%20GMT	https://1womenshealth.com/pink-french-tip-nails-classic-elegance-with-a-modern-twist/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/pink-french-tip-nails-classic-elegance-with-a-modern-twist/index.html	(from https://1womenshealth.com/)
23:42:14	126547/126547	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:42:12%20GMT	https://1womenshealth.com/breaking-free-from-trends-nurturing-an-indie-inspired-beauty-style/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/breaking-free-from-trends-nurturing-an-indie-inspired-beauty-style/index.html	(from https://1womenshealth.com/)
23:42:15	125955/125955	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:42:13%20GMT	https://1womenshealth.com/cottagecore-nail-art-diy-tips-for-whimsical-and-nature-inspired-designs/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cottagecore-nail-art-diy-tips-for-whimsical-and-nature-inspired-designs/index.html	(from https://1womenshealth.com/)
23:42:15	127411/127411	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:42:14%20GMT	https://1womenshealth.com/exploring-biofeedback-a-guide-to-understanding-your-bodys-responses/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/exploring-biofeedback-a-guide-to-understanding-your-bodys-responses/index.html	(from https://1womenshealth.com/)
